Datum/Uhrzeit,Zeitstempel,HUP,ZUP,BUP,ZW2,MA1,MZ1,ZIP,VD1,VD2,VENT,AV,VBS,ZW1,HD,ND,MOT,ASD,EVU,TFB1 [°C],TBW [°C],TA [°C],TRLext [°C],TRL [°C],TVL [°C],THG [°C],TWQaus [°C],TWQein [°C],TRLsoll [°C],TMK1soll [°C],AI1DIV,SUP,FUP2,MA2,MZ2,MA3,MZ3,FUP3,ZW3,SLP,AO1 [V],AO2 [V],SWT,AI1 [V],DF [l/min],SpHz [K],SpWQ [K],Qh [kW],BS VD1 [h],BS WP [h],BS Hz [h],BS BW [h],BS Kü [h],Imp VD1 [],WMZ [kWh],WMZ Hz [kWh],WMZ BW [kWh],TA mittel [°C],TSS [°C],TSK [°C],TFB2 [°C],TFB3 [°C],TEE [°C],TMK2soll [°C],TMK3soll [°C],WM [kWh],Pe1 [W],Pe2 [W],AZ1 [],AZ2 [],E1 [kWh],E2 [kWh],UEHZ [K],UEHZsoll [K],Asg.VDi [°C],Asg.VDa [°C],VDHz [°C],PWM VBS [%],SpWQsoll [K],PWM HUP [%],SpHzSoll [K],FreqVD [Hz]
2018-09-11 21:38,1536694700,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,24.2,52.6,16.6,24,52.4,56,94.2,3.8,15.8,25.3,33.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-11 07:48,1536644900,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,25,52.6,13.6,24.9,52.3,55.8,93.8,2.5,14.8,26.8,35.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-11 21:37,1536694640,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,24.2,52.3,16.6,24,52.3,55.8,93.8,3.7,15.6,25.3,33.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-12 08:23,1536733399,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,25.6,52.4,13.5,25.4,52.3,55.7,91.8,2.7,15.3,26.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-12 10:36,1536741379,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,26.6,52.7,18.5,26.1,52.3,56,94,4.8,20,24.2,32.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-10 20:35,1536604521,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,24.4,52.4,17.6,24.2,52.2,55.8,90.8,3.8,16.5,24.7,32.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-11 07:47,1536644840,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,25,52.3,13.6,24.9,52.2,55.7,95.6,2.5,14.8,26.8,35.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-11 11:02,1536656540,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,24.9,52.3,20.5,24.9,52.2,55.8,90.2,4.5,21.5,23,30.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-12 08:22,1536733339,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,25.6,52.3,13.5,25.4,52.2,55.7,91.4,2.8,15.2,26.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-12 10:35,1536741319,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,26.5,52.4,18.4,26.1,52.2,56,93.8,4.7,20,24.3,32.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-10 20:34,1536604461,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,24.4,52.2,17.6,24.2,52,55.5,90.6,3.7,16.9,24.7,32.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-12 10:34,1536741259,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,26.6,52.2,18.3,26.1,52,55.7,93.4,4.9,19.7,24.3,32.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-11 07:46,1536644780,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,25,52,13.5,24.9,51.9,55.2,97.4,2.2,14.7,26.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-11 11:01,1536656480,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,24.9,52,20.3,24.9,51.9,55.8,90.2,4.4,21.4,23.1,30.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-11 21:36,1536694580,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,24.2,52.2,16.7,24,51.9,55.5,93.2,3.8,15.7,25.2,33.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-10 20:33,1536604401,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,24.4,52,17.6,24.2,51.7,55.4,90.6,3.5,16.8,24.7,32.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-11 11:00,1536656420,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,24.9,51.7,20.3,24.9,51.7,55.5,89.6,4.3,21.3,23.1,30.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-11 21:35,1536694520,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,24.2,51.9,16.7,24,51.7,55.2,92.8,3.6,15.7,25.2,33.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-12 08:21,1536733279,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,25.6,51.9,13.4,25.4,51.7,55.4,92.2,2.5,15.3,26.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-12 10:33,1536741199,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,26.6,51.9,18.2,26.1,51.7,55.5,93,4.9,19.2,24.4,32.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-11 07:45,1536644720,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,25,51.9,13.5,24.9,51.6,54.6,96.3,1.8,14.6,26.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-11 10:59,1536656360,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,24.9,51.6,20.3,24.9,51.6,55.2,89.6,4.2,21.2,23.1,30.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-11 07:44,1536644660,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,25.1,51.6,13.5,25,51.5,54.9,92.4,2.2,14.4,26.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-11 21:34,1536694460,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,24.2,51.6,16.7,24,51.5,55.1,92.4,3.6,15.7,25.2,33.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-12 08:20,1536733219,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,25.6,51.7,13.4,25.4,51.5,54.9,91.4,2.3,15.1,26.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-10 20:31,1536604281,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,24.4,51.5,17.6,24.2,51.3,54.9,89.6,3.6,16.9,24.7,32.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-10 20:32,1536604341,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,24.4,51.7,17.6,24.2,51.3,55.1,90.2,3.6,17,24.7,32.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-12 10:31,1536741079,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,26.6,51.3,18.3,26.1,51.3,55.1,92.6,4.7,19.7,24.3,32.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-12 10:32,1536741139,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,26.6,51.7,18.3,26.1,51.3,55.1,93,4.8,19.5,24.3,32.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,14.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-10 20:30,1536604221,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,24.4,51.3,17.6,24.2,51.2,54.6,89.4,3.6,16.9,24.7,32.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-11 07:43,1536644600,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,25.1,51.3,13.5,25,51.2,54.8,93.8,2.2,14.5,26.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-11 10:58,1536656300,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,25,51.2,20.2,24.9,51.2,54.8,89.4,4,21,23.2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-11 21:33,1536694400,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,24.2,51.5,16.7,24,51.2,54.8,91.8,3.6,15.8,25.2,33.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-12 08:18,1536733099,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,25.6,51.3,13.3,25.5,51.2,54.6,90.8,2.5,15,27,35.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-12 08:19,1536733159,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,25.6,51.6,13.3,25.5,51.2,54.8,90,2.6,15.2,27,35.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-12 10:30,1536741019,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,26.6,51.1,18.2,26.1,51.1,54.9,92,4.7,20,24.4,32.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-10 20:29,1536604161,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,24.4,51.1,17.7,24.2,50.9,54.6,89.1,3.8,16.8,24.7,32.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-11 10:57,1536656240,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,24.9,50.9,20.2,24.9,50.9,54.6,88.7,3.9,20.7,23.2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,16.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-11 21:32,1536694340,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,24.2,51.2,16.8,24,50.9,54.6,91.6,3.6,16,25.2,33.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-11 07:41,1536644480,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,25.1,50.9,13.5,25,50.8,53.7,94.2,1.4,14.4,26.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-11 07:42,1536644540,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,25.1,51.2,13.5,25,50.8,54.3,95.4,1.7,14.4,26.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-12 08:17,1536733039,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,25.6,51.1,13.2,25.5,50.8,54.3,90.8,2.3,15.1,27,35.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-10 20:28,1536604101,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,24.4,50.8,17.7,24.2,50.7,54.3,88.2,3.9,16.6,24.7,32.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-11 10:56,1536656180,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,25,50.7,20.2,24.9,50.7,54.3,88.6,3.8,20.8,23.2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-11 21:30,1536694220,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,24.1,50.7,16.8,24,50.7,54.3,90.4,3.7,16.1,25.2,33.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-11 21:31,1536694280,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,24.2,50.9,16.8,24,50.7,54.5,91,3.6,16,25.2,33.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-12 10:29,1536740959,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,26.6,50.8,18.3,26.1,50.7,54.6,91.8,4.7,20.2,24.3,32.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-11 07:40,1536644420,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,25.1,50.8,13.4,25,50.5,53.9,91,1.7,14.2,26.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-12 08:15,1536732919,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,25.6,50.7,13.1,25.5,50.5,54.2,89.3,2.6,14.9,27,35.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-12 08:16,1536732979,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,25.6,50.8,13.1,25.5,50.5,54,89.1,2.5,15.2,27,35.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-10 20:27,1536604041,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,24.4,50.5,17.7,24.2,50.4,54.2,87.9,4,16.1,24.7,32.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-11 21:29,1536694160,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,24.1,50.4,16.8,24,50.4,54,90,3.6,16.2,25.2,33.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-12 08:14,1536732859,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,25.6,50.4,13.1,25.5,50.4,53.6,90,2.2,14.9,27,35.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
