Start,Modus,Länge [h:min],Pause [h:min],TVL [°C],TRL [°C],SpHZ [K],TWQein [°C],TWQaus [°C],SpWQ [K],TA [°C],WM [kWh],E1 [kWh],E2 [kWh],AZ1,AZ2,
2018-09-01 17:54,Brauchwasser,0:30,4:15,55.8,52.6,3.2,12.2,0.9,11.3,12.7,0.00,0.00,0.00,nan,nan,
2018-09-01 18:24,Heizung,0:03,2:23,29.1,24.9,4.2,11.9,0.8,11.1,12.7,0.00,0.00,0.00,nan,nan,
2018-09-01 19:35,Heizung,0:17,1:08,32.7,29.0,3.7,10.9,-0.2,11.1,12.2,0.00,0.00,0.00,nan,nan,
2018-09-01 21:39,Brauchwasser,0:32,3:15,56.0,52.7,3.3,10.6,0.5,10.1,11.7,0.00,0.00,0.00,nan,nan,
2018-09-01 21:35,Heizung,0:07,1:43,29.8,25.8,4.0,10.6,0.1,10.5,11.8,0.00,0.00,0.00,nan,nan,
2018-09-01 23:41,Heizung,0:17,1:27,32.8,29.2,3.6,10.3,-0.3,10.6,11.6,0.00,0.00,0.00,nan,nan,
2018-09-02 01:42,Heizung,0:17,1:44,33.0,29.4,3.6,9.6,-0.4,10.0,11.4,0.00,0.00,0.00,nan,nan,
2018-09-02 03:56,Heizung,0:18,1:57,32.9,29.4,3.5,9.4,-0.8,10.2,11.3,0.00,0.00,0.00,nan,nan,
2018-09-02 05:56,Heizung,0:18,1:42,33.0,29.3,3.7,9.6,-0.6,10.2,11.4,0.00,0.00,0.00,nan,nan,
2018-09-02 08:06,Brauchwasser,0:36,9:55,56.0,52.7,3.3,11.1,0.1,11.0,12.4,0.00,0.00,0.00,nan,nan,
2018-09-02 08:42,Heizung,0:03,2:28,29.5,25.3,4.2,10.7,-0.2,10.9,12.5,0.00,0.00,0.00,nan,nan,
2018-09-02 11:52,Brauchwasser,0:31,3:10,55.8,52.6,3.2,14.9,1.0,13.9,17.5,0.00,0.00,0.00,nan,nan,
2018-09-02 12:24,Heizung,0:03,3:38,28.5,24.9,3.6,14.8,1.1,13.7,17.5,0.00,0.00,0.00,nan,nan,
2018-09-02 16:13,Brauchwasser,0:28,3:49,56.1,52.4,3.7,15.8,2.8,13.0,18.0,0.00,0.00,0.00,nan,nan,
2018-09-02 16:41,Heizung,0:03,4:14,28.5,24.2,4.3,16.5,2.1,14.4,18.2,0.00,0.00,0.00,nan,nan,
